id,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
664,Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),23:40,6:40,07h 00m,500,32,1.772805413,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
666,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:50,5:30,06h 40m,499,14,1.933014558,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
667,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),23:40,6:10,06h 30m,450,10,5.297355961,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
668,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:30,6:00,06h 30m,499,24,3.016104625,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
669,City Land Travels,Volvo A/C Semi Sleeper (2+2),22:45,7:00,08h 15m,673,16,5.4454517,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
671,HRTC - 534,Ordinary 3+2 Non AC Seater,18:05,5:20,11h 15m,637,37,3.442043395,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,Delhi to Sarkaghat
672,HRTC - 541,Ordinary 3+2 Non AC Seater,19:14,4:10,08h 56m,600,33,4.151477268,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,Delhi to Sarkaghat
673,HRTC - 549,A/C Executive (2+3),19:25,6:45,11h 20m,736,41,5.913682107,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,Delhi to Sarkaghat
674,HRTC - 557,Ordinary 3+2 Non AC Seater,20:15,7:10,10h 55m,600,34,4.016578717,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,Delhi to Sarkaghat
675,HRTC - 597,Himsuta AC Seater Volvo/Scania 2+2,20:35,6:40,10h 05m,1148,21,3.585502863,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,Delhi to Sarkaghat
676,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),23:30,3:10,03h 40m,650,14,2.529859491,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh,Ghumarwin to Chandigarh
677,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:50,4:15,05h 25m,499,19,5.694570091,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
678,Metahills holidays,Scania A/C Semi Sleeper (2+2),23:21,7:50,08h 29m,581,26,1.752941261,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
679,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:30,5:15,05h 45m,499,24,2.529146696,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
680,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),23:40,4:50,05h 10m,428,29,2.110874253,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
682,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:00,7:00,08h 00m,759,19,2.264208382,https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Delhi to Bilaspur (Himachal Pradesh)
683,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:00,6:00,08h 00m,569,25,4.949952627,https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Delhi to Bilaspur (Himachal Pradesh)
684,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:00,5:00,08h 00m,569,34,4.6260216,https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Delhi to Bilaspur (Himachal Pradesh)
685,Deltin Travels,,21:50,4:50,07h 00m,600,13,1.848424062,https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Delhi to Bilaspur (Himachal Pradesh)
687,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:45,4:45,07h 00m,600,25,4.714489855,https://www.redbus.in/bus-tickets/delhi-to-ghumarwin,Delhi to Ghumarwin
688,City Land Travels,Volvo A/C Semi Sleeper (2+2),21:10,4:40,07h 30m,853,31,2.467414728,https://www.redbus.in/bus-tickets/delhi-to-ghumarwin,Delhi to Ghumarwin
689,HRTC - 1009,Ordinary 3+2 Non AC Seater,17:00,7:30,14h 30m,837,29,2.24609222,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-shimla,Chamba (Himachal Pradesh) to Shimla
690,HRTC - 1001,A/C Executive (2+3),17:15,8:15,15h 00m,924,44,2.138690703,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-shimla,Chamba (Himachal Pradesh) to Shimla
691,HRTC - 1012,Ordinary 3+2 Non AC Seater,18:30,8:15,13h 45m,780,28,2.271589571,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-shimla,Chamba (Himachal Pradesh) to Shimla
692,HRTC - 636,Ordinary 3+2 Non AC Seater,20:00,8:30,12h 30m,843,37,2.909871374,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-shimla,Chamba (Himachal Pradesh) to Shimla
693,Chartered Bus - ASTC,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),16:00,19:15,03h 15m,399.34,29,1.137483246,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
694,Himalayan Travels,NON AC Seater / Sleeper 2+1,23:40,4:00,04h 20m,500,15,3.812720235,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
695,WARISPIYA TRAVELS,Bharat Benz A/C Seater (2+2),16:15,19:40,03h 25m,360,20,4.631189314,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
696,Kalpana Travels,AC Seater (2+2),16:50,20:15,03h 25m,342,36,4.791786438,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
697,Yatra Travels,NON AC Seater/ Sleeper (2+1),18:00,23:30,05h 30m,350,36,3.987362406,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
698,Yatra Travels,NON AC Seater/ Sleeper (2+1),20:00,0:00,04h 00m,350,25,5.511675968,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
699,Pranjit Travels (Under ASTC),A/C Seater / Sleeper (2+1),20:45,2:30,05h 45m,500,23,4.704934862,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Guwahati to Tezpur
700,DESTINY TRAVELS,NON A/C Seater (2+1),18:45,21:50,27h 05m,428,1,2.805280391,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
701,Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,16:00,18:30,02h 30m,324.04,25,2.598115919,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
702,SHIVAM TRAVELS,Bharat Benz A/C Seater (2+1),16:45,19:15,02h 30m,300,24,4.658269166,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
703,Chartered Bus - ASTC,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),17:00,19:15,02h 15m,302.91,31,4.502365219,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
704,Christina Travels,NON A/C Seater (2+2),16:00,18:20,02h 20m,650,39,5.763572374,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Nagaon (Assam) to Guwahati
705,Yatra,Non AC Seater (2+2),20:15,3:30,07h 15m,350,40,5.531066163,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
706,MAA MONOSHA TRAVELS,NON A/C Seater (2+1),20:00,3:30,07h 30m,350,37,2.536232298,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
707,Basudev Transline,A/C Seater (2+2),15:50,19:40,03h 50m,299,21,3.449706537,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
708,Trishul Transport Service,A/C Seater / Sleeper (2+1),19:15,22:55,03h 40m,509,19,3.60560273,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
709,Baikuntha Transport Service,Bharat Benz A/C Seater /Sleeper (2+1),19:30,23:15,03h 45m,400,45,4.757811613,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
710,Purple Wings Coaches,A/C Seater / Sleeper (2+1),19:55,0:15,04h 20m,540,37,4.980856548,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
711,Murugan RC Travels,NON A/C Seater (2+1),18:55,23:00,28h 05m,450,27,3.055728338,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
712,Aniruddha Travels,NON A/C Seater/ Sleeper (2+1),19:30,4:00,08h 30m,550,25,2.33055214,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
713,SANJEEBANI TRAVELS,Non A/C Seater / Sleeper (2+1),21:30,4:00,06h 30m,600,11,1.036878649,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
714,Puja Transport,NON AC Seater / Sleeper 2+1,20:00,4:30,08h 30m,550,8,4.488724309,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
715,Puja Transport,Non AC Seater (2+2),20:00,5:00,09h 00m,550,10,1.53827598,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
716,J.S. Travels,Non AC Seater (2+1),20:30,4:00,07h 30m,550,31,1.851255416,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
717,DESTINY TRAVELS,NON A/C Seater (2+1),20:20,23:45,27h 25m,428,1,4.241905064,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
718,Yatra Travels,NON AC Seater/ Sleeper (2+1),18:00,1:30,07h 30m,400,36,2.003233957,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
719,RAYAN TRAVELS,Non A/C Seater / Sleeper (2+1),19:15,2:00,06h 45m,400,43,5.058370094,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
720,Laxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),19:45,23:50,04h 05m,600,26,1.254221004,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
721,Yatra Travels,NON AC Seater/ Sleeper (2+1),20:00,1:00,05h 00m,400,17,3.192676256,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
723,Air Bus Travels,NON AC Seater / Sleeper 2+1,21:00,3:00,06h 00m,400,10,4.272980485,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh,North Lakhimpur to Dibrugarh
724,NETWORK TRAVELS,Non A/C Seater / Sleeper (2+1),17:00,23:00,06h 00m,350,32,1.351146113,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Tinsukia to Jorhat
725,Purple Wings Coaches,A/C Seater / Sleeper (2+1),18:30,0:15,05h 45m,567,37,4.751697151,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Tinsukia to Jorhat
726,NETWORK TRAVELS,NON A/C Seater Push Back (2+1),19:00,0:30,05h 30m,300,32,1.397601807,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Tinsukia to Jorhat
727,DESTINY TRAVELS,NON A/C Seater (2+1),23:30,3:45,04h 15m,437,1,4.960173475,https://www.redbus.in/bus-tickets/tezpur-to-north-lakhimpur,Tezpur to North Lakhimpur
728,Pranjit Travels (Under ASTC),Bharat Benz A/C Seater (2+1),21:30,5:15,07h 45m,660,11,4.32014885,https://www.redbus.in/bus-tickets/guwahati-to-gohpur,Guwahati to Gohpur
729,Deep Travels,NON AC Seater / Sleeper 2+1,21:00,4:15,07h 15m,499,25,4.416410787,https://www.redbus.in/bus-tickets/guwahati-to-gohpur,Guwahati to Gohpur
730,NORTH EAST TRAVELS(UNDER ASTC),NON A/C Seater (2+1),20:15,4:00,07h 45m,450,23,5.586554286,https://www.redbus.in/bus-tickets/guwahati-to-gohpur,Guwahati to Gohpur
731,Drishti Travels,NON A/C Seater (2+1),16:30,2:00,09h 30m,432,21,4.678663255,https://www.redbus.in/bus-tickets/guwahati-to-gohpur,Guwahati to Gohpur
732,Pranjit Travels (Under ASTC),NON A/C Seater (2+1),21:45,5:00,07h 15m,570,23,2.647282887,https://www.redbus.in/bus-tickets/guwahati-to-gohpur,Guwahati to Gohpur
733,TRINAYAN TRANSPORT (Under ASTC),A/C Seater (2+1),20:15,1:15,05h 00m,405,35,2.451415312,https://www.redbus.in/bus-tickets/guwahati-to-kaliabor,Guwahati to Kaliabor
734,Puja Transport,NON AC Seater / Sleeper 2+1,20:00,5:00,09h 00m,550,4,3.94478721,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
735,SANJEEBANI TRAVELS,Non A/C Seater / Sleeper (2+1),18:45,3:00,08h 15m,600,3,4.203458876,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
736,J.S. Travels,Non AC Seater (2+1),19:00,4:00,09h 00m,500,16,4.567208453,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
737,DONYI POLO EXPRESS,Non AC Seater (2+1),23:45,6:00,06h 15m,400,10,5.165938969,https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
738,Maa Jagadamba,A/C Seater Push Back (2+2),16:15,19:30,03h 15m,260,41,2.289019775,https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,Dibrugarh to North Lakhimpur
739,Air Bus Travels,NON AC Seater / Sleeper 2+1,19:40,1:00,05h 20m,400,22,1.26028788,https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,Dibrugarh to North Lakhimpur
740,Air Bus Travels,NON AC Seater / Sleeper 2+1,21:15,2:00,04h 45m,400,25,3.499995786,https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,Dibrugarh to North Lakhimpur
741,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),22:15,4:15,06h 00m,759,24,4.688591227,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
742,New Khaira Transport,A/C Seater / Sleeper (2+1),20:40,3:30,06h 50m,540,13,2.245419962,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
743,Rahul Travels,AshokLeyland Stile A/C,21:00,2:00,05h 00m,699,16,5.486485379,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
744,FlixBus,Bharat Benz A/C Seater (2+2),23:35,5:00,05h 25m,217,27,3.440832959,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
746,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),23:59,5:55,05h 56m,759,19,5.761065246,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
747,FlixBus,AC Seater (2+2),23:50,5:05,05h 15m,541,10,5.045763232,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
748,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),17:00,23:20,06h 20m,649,22,1.389226638,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
749,New Khaira Transport,A/C Seater / Sleeper (2+1),23:45,5:00,05h 15m,675,5,3.238909567,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
751,UPSRTC - BDV0462,Janrath AC Seater 2+2,17:59,21:01,03h 02m,304,34,1.674847734,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,Aligarh (uttar pradesh) to Delhi
752,UPSRTC - BDV0092,Ordinary Non AC Seater 2+3,17:59,21:18,03h 19m,203,52,4.276736483,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,Aligarh (uttar pradesh) to Delhi
753,UPSRTC - BDV0096,Ordinary Non AC Seater 2+3,18:29,21:49,03h 20m,203,52,3.204368182,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,Aligarh (uttar pradesh) to Delhi
754,UPSRTC - MNP0114,Ordinary Non AC Seater 2+3,18:55,21:47,02h 52m,255,52,2.128161571,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,Aligarh (uttar pradesh) to Delhi
755,UPSRTC - MNP0116,Ordinary Non AC Seater 2+3,19:35,22:27,02h 52m,255,52,5.579203189,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,Aligarh (uttar pradesh) to Delhi
756,Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),22:00,1:30,03h 30m,670,51,2.475917273,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
757,Chaturvedi Bus Service,NON AC Seater / Sleeper 2+1,21:00,0:30,03h 30m,670,45,5.562977438,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
758,Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),19:30,1:30,06h 00m,520,51,2.850890651,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
759,Chaturvedi Bus Service,A/C Seater / Sleeper (2+1),20:40,2:30,05h 50m,600,48,4.098930309,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
760,UPSRTC - PYD0139,Janrath AC Seater 2+3,17:00,21:30,04h 30m,396,48,5.744138121,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
761,UPSRTC - ALM0180,Volvo AC Seater 2+2,17:15,21:45,04h 30m,658,39,3.859049514,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
762,UPSRTC - PYD0200,Janrath AC Seater 2+2,17:30,22:00,04h 30m,458,36,3.213799519,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
763,UPSRTC - PYD0155,Janrath AC Seater 2+3,18:01,22:31,04h 30m,396,48,1.468975966,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
764,UPSRTC - PYD0030,Volvo AC Seater 2+2,18:30,23:00,04h 30m,658,39,4.234205047,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
765,Raj Kalpana Travels Pvt.ltd.,A/C Seater/Sleeper (2+1),22:30,6:00,07h 30m,449,29,2.338440967,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
766,Fouji travels,VE A/C Seater / Sleeper (2+1),22:30,6:20,07h 50m,399,24,2.803175959,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
767,Fouji travels,A/C Seater / Sleeper (2+1),22:10,6:00,07h 50m,399,31,1.04192233,https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
770,Yuvraj Travels,NON AC Seater / Sleeper 2+1,22:00,6:00,08h 00m,550,40,1.159445182,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
771,Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),19:30,6:30,11h 00m,520,51,3.214471609,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
772,KVS Holidays,Non A/C Seater / Sleeper (2+1),21:30,6:30,09h 00m,629,31,4.609030139,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
773,Abhay Travels (I.R.T.C),Non A/C Seater / Sleeper (2+1),20:30,6:00,09h 30m,1300,30,1.32086522,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
775,KVS Holidays,Non A/C Seater / Sleeper (2+1),20:30,5:30,09h 00m,719,30,3.181362226,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
776,Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),20:00,5:15,09h 15m,600,51,1.575643684,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
777,Chaturvedi Bus Service,A/C Seater / Sleeper (2+1),19:30,5:00,09h 30m,570,48,2.971825254,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
778,Abhay Travels (I.R.T.C),Non A/C Seater / Sleeper (2+1),18:00,6:00,12h 00m,1200,26,3.233426694,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
780,UPSRTC - LNI0352,Ordinary Non AC Seater 2+3,17:10,22:01,04h 51m,368,52,5.146028216,https://www.redbus.in/bus-tickets/badaun-to-delhi,Badaun to Delhi
781,UPSRTC - LNI0357,Ordinary Non AC Seater 2+3,17:35,22:25,04h 50m,368,52,1.324336594,https://www.redbus.in/bus-tickets/badaun-to-delhi,Badaun to Delhi
782,UPSRTC - LNI0365,Ordinary Non AC Seater 2+3,18:05,22:54,04h 49m,368,52,2.065063232,https://www.redbus.in/bus-tickets/badaun-to-delhi,Badaun to Delhi
783,UPSRTC - LNI0375,Ordinary Non AC Seater 2+3,19:04,23:51,04h 47m,368,52,3.022311888,https://www.redbus.in/bus-tickets/badaun-to-delhi,Badaun to Delhi
784,UPSRTC - LNI0368,Ordinary Non AC Seater 2+3,19:05,23:52,04h 47m,368,52,1.524769401,https://www.redbus.in/bus-tickets/badaun-to-delhi,Badaun to Delhi
785,UPSRTC - ALM0125,Shatabdi AC Seater 2+2,16:50,22:30,05h 40m,458,37,3.897690024,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
786,UPSRTC - AWD0028,Janrath AC Seater 2+2,17:15,22:15,05h 00m,458,36,5.867168287,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
787,UPSRTC - AWD0034,Janrath AC Seater 2+2,17:35,22:35,05h 00m,458,36,3.455347266,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
788,UPSRTC - AWD0008,Janrath AC Seater 2+2,18:00,22:30,04h 30m,458,36,5.440216718,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
789,UPSRTC - ALM0024,Volvo AC Seater 2+2,18:30,23:00,04h 30m,658,39,3.796522341,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
790,RSRTC - 177797,A/C Seater / Sleeper (2+1),21:00,2:30,05h 30m,891,22,4.406994963,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
791,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:55,4:45,04h 50m,383,25,3.5976636,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
792,Sethi Yatra Company,A/C Seater / Sleeper (2+1),20:00,0:30,04h 30m,601,16,1.74858773,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
793,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:40,2:35,04h 55m,457,26,2.845691987,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
795,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),20:45,5:55,09h 10m,759,23,1.090327466,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
796,UPSRTC - HDD0299,Ordinary Non AC Seater 2+3,18:01,21:54,03h 53m,372,52,3.49996489,https://www.redbus.in/bus-tickets/delhi-to-badaun,Delhi to Badaun
797,UPSRTC - BDN0044,Ordinary Non AC Seater 2+3,19:00,1:30,06h 30m,411,52,2.169470835,https://www.redbus.in/bus-tickets/delhi-to-badaun,Delhi to Badaun
798,UPSRTC - BDN0046,Ordinary Non AC Seater 2+3,21:00,3:30,06h 30m,411,52,4.506254883,https://www.redbus.in/bus-tickets/delhi-to-badaun,Delhi to Badaun
799,UPSRTC - KSB0005,Shatabdi AC Seater 2+2,23:00,5:00,06h 00m,505,34,4.873907926,https://www.redbus.in/bus-tickets/delhi-to-badaun,Delhi to Badaun
800,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),22:15,6:30,08h 15m,759,25,3.14034923,https://www.redbus.in/bus-tickets/delhi-to-sitapur,Delhi to Sitapur (Uttar Pradesh)
801,Shri Krishna Travels & Cargo,AC Seater (2+2),23:55,3:50,03h 55m,764,42,4.302360418,https://www.redbus.in/bus-tickets/delhi-to-sitapur,Delhi to Sitapur (Uttar Pradesh)
802,RSRTC - 194214,Express Non AC Seater 2+3,17:10,21:30,04h 20m,333,42,1.840550884,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
803,NueGo,Electric A/C Seater (2+2),15:55,19:45,03h 50m,321,13,4.294714096,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
804,NueGo,Electric A/C Seater (2+2),16:00,20:40,04h 40m,321,18,4.37689934,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
805,NueGo,Electric A/C Seater (2+2),16:30,21:05,04h 35m,321,29,2.206072399,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
806,FlixBus,AC Seater (2+2),17:00,22:25,05h 25m,364,16,5.630453843,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
807,Bihar state road transport corporation (BSRTC) - 117806,Volvo AC Seater 2+2,17:00,2:00,09h 00m,1342,48,3.961881196,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
808,Gola Bus Service,VE A/C Seater / Sleeper (2+1),22:30,6:30,08h 00m,399,23,1.584851131,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
809,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:15,7:15,09h 00m,358,20,1.212797409,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
810,AdFouji travels,A/C Seater / Sleeper (2+1),20:30,4:30,08h 00m,499,23,3.933354226,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
812,RSRTC - 192993,A/C Seater / Sleeper (2+1),23:30,4:20,04h 50m,891,28,2.723621127,https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
813,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:40,4:20,04h 40m,496,27,4.119973322,https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
814,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:55,3:00,05h 05m,570,14,5.292429587,https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
815,E Bus India,A/C Seater/Sleeper (2+1),21:30,2:00,04h 30m,764,6,2.974102275,https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
817,PTC-SKYBUS,A/C Seater/Sleeper (2+1),22:30,5:30,07h 00m,399,23,1.331686241,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
